"question_id","Mean","Median","Mode","SD","direction_pct","complete_time_median","complete_time_sd","question_type","average_new_expert"
"4-q1",-1.6,-1.5,-3,1.43,80,9.5,8.01,"easy",-0.6
"9-q9",-0.9,-0.5,0,1.1,50,7.5,6.55,"hard",0
"7-q10",1.4,1,1,1.17,80,10.5,4.98,"easy",1.2
"4-q10",3,3,3,0,100,12.5,7.89,"easy",2.8
"10-q4",-0.1,0,0,0.74,30,9,9.1,"hard",0.2
"6-q6",-1.3,-1,-1,0.95,80,9.5,7.53,"easy",-1.6
"10-q9",-0.2,0,0,0.63,30,9,5.88,"hard",0
"3-q1",0,0,0,1.94,40,6,8.63,"hard",-0.6
"8-q9",0.3,0,0,0.48,30,5.5,5.43,"hard",-0.8
"1-q5",-1.6,-1,-1,1.07,90,5.5,8.19,"easy",-1.2
"0-q9",-1.9,-2,-2,0.74,100,5,5.15,"easy",-1.2
"6-q10",-0.8,-1,-1,1.23,70,9.5,7.53,"easy",-0.4
"10-q9",-0.9,-1,-2,1.1,60,7.5,9.29,"hard",0
"8-q7",0.9,1,1,1.45,70,7,4.4,"hard",0
"8-q1",-0.7,-1,-1,0.95,60,7,4.4,"hard",0
"7-q5",1.3,1.5,3,1.83,50,4.5,5.46,"hard",-0.4
"2-q2",2.6,3,3,0.84,100,6.5,7.89,"easy",2.2
"4-q8",-0.3,0,0,1.77,40,9.5,8.01,"easy",1
"4-q6",1.6,1,3,1.26,80,12.5,10.42,"hard",0.4
"7-q10",1.1,1,0,1.45,60,21.5,8.3,"easy",1.2
"7-q6",-1.1,-1.5,-2,1.52,90,4.5,5.46,"easy",-1.8
"1-q1",2.8,3,3,0.63,100,14,9.17,"easy",2.4
"5-q8",2.4,3,3,0.97,100,11,9.56,"easy",0.8
"0-q9",-1.3,-1,-1,1.06,80,11.5,6.48,"easy",-1.2
"10-q8",2.4,3,3,0.97,100,9,5.88,"hard",0.4
"4-q5",0.4,0,0,1.07,30,12.5,7.89,"hard",0.6
"10-q1",-2.5,-3,-3,0.71,100,9,5.88,"easy",-1
"4-q5",1.3,0.5,0,1.49,50,12.5,10.42,"hard",0.6
"6-q1",-1.6,-2,-2,1.84,80,9.5,7.53,"easy",-1.4
"0-q2",-0.8,-1,-2,1.55,70,5,5.15,"easy",-1.4
"8-q7",2.2,3,3,1.03,100,5.5,5.43,"hard",0
"3-q9",1,1,1,1.56,60,6.5,7.76,"hard",-0.4
"1-q9",-0.1,0,0,1.2,30,5.5,8.19,"hard",0
"4-q4",-2.6,-3,-3,0.52,100,12.5,10.42,"easy",-3
"3-q4",1.3,1,1,0.95,90,6.5,7.76,"hard",0.4
"10-q7",1.7,2,3,1.49,80,9,5.88,"hard",-0.2
"9-q7",2.3,3,3,1.16,90,7.5,6.55,"hard",0
"3-q4",1.5,1,3,1.43,80,8.5,6.91,"hard",0.4
"2-q3",0.9,1,1,1.29,60,6,8.75,"easy",0.8
"7-q8",0.8,1,1,0.92,60,10.5,4.98,"hard",0.4
"9-q9",-0.1,0,0,0.32,10,9.5,9.82,"hard",0
"9-q7",1.8,2,3,1.4,90,7,6.48,"hard",0
"0-q2",-1.6,-2,-2,0.84,90,3.5,4.11,"easy",-1.4
"2-q3",0.7,1,1,1.06,60,6.5,7.89,"easy",0.8
"4-q6",1.1,1,1,1.1,70,12.5,7.89,"hard",0.4
"10-q2",0.3,0,0,2.21,40,9,9.1,"hard",0.4
"1-q10",-3,-3,-3,0,100,14,9.17,"easy",-3
