cow_L,cow_R,cow_L_URL,cow_R_URL,cow_L_GS,cow_R_GS,GS_dif,question_type,question_num,HIT,question_id,pair_id
6029,7138,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_130521_am_MVI_0162_short_19_6029.MP4,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_040621_am_MVI_0183_short_1_7138.MP4,4.0,2.0,-2.0,pos_attention,q1,0,0-q1,1.0
5087,4008,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_280521_pm_MVI_0180_short_27_5087.MP4,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_280521_am_MVI_0176_short_17_4008.MP4,4.0,3.0,-1.0,,q2,0,0-q2,2.0
6092,7114,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_110621_am_MVI_0192_short_17_6092.MP4,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_280521_am_MVI_0177_short_31_7114.MP4,2.49,2.0,-0.4900000000000002,,q3,0,0-q3,3.0
6053,6088,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_110621_am_MVI_0193_short_31_6053.MP4,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_040621_pm_MVI_0187_short_11_6088.MP4,3.0,4.0,1.0,,q4,0,0-q4,4.0
4035,7060,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_280521_am_MVI_0178_short_47_4035.MP4,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_040621_pm_MVI_0188_short_33_7060.MP4,3.0,2.0,-1.0,,q5,0,0-q5,5.0
7045,4026,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_130521_am_MVI_0162_short_30_7045.MP4,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_090421_pm_MVI_0125_short_8_4026.MP4,2.0,3.0,1.0,,q6,0,0-q6,6.0
8083,8083,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_210521_pm_MVI_0175_short_37_8083.MP4,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_210521_pm_MVI_0175_short_37_8083.MP4,2.0,2.0,0.0,neg_attention,q7,0,0-q7,-1.0
7109,6062,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_070521_am_MVI_0003_short_14_7109.MP4,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_110621_am_MVI_0191_short_10_6062.MP4,2.0,2.49,0.4900000000000002,,q8,0,0-q8,7.0
6086,5064,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_110621_am_MVI_0192_short_22_6086.MP4,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_110621_am_MVI_0193_short_26_5064.MP4,2.51,3.0,0.4900000000000002,,q9,0,0-q9,8.0
6025,6088,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_010421_MVI_0114_short_12_6025.MP4,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_040621_pm_MVI_0187_short_11_6088.MP4,2.0,4.0,2.0,pos_attention,q10,0,0-q10,9.0
6096,7136,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_300421_pm_MVI_0157_short_46_6096.MP4,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_110621_am_MVI_0193_short_23_7136.MP4,3.0,2.0,-1.0,,q11,0,0-q11,10.0
5087,6068,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_280521_pm_MVI_0180_short_27_5087.MP4,https://skyshengtest1.s3.us-west-2.amazonaws.com/ubc_phase2/compressed_280521_pm_MVI_0180_short_31_6068.MP4,4.0,2.0,-2.0,pos_attention_easy,q12,0,0-q12,11.0
