"Cow","NV_DW_experts_mean","NV_DW_experts_sd"
"4008",20.3533268632949,0.981987036629898
"4026",16.052189375994,1.08030003509413
"4035",26.3321297937497,0.755763586062814
"5064",12.8392852637091,0.956780102135146
"5087",26.3799594820641,0.750900722891153
"5118",10.8176404935805,0.976576346474336
"6025",14.7131740189648,1.08069809768133
"6029",6.61414020721509,0.879152411798581
"6046",7.70742575019403,0.87271592804514
"6053",15.4013238746315,1.01088133290183
"6062",13.0837759179849,0.990490625688294
"6068",14.011491303072,1.0869180679056
"6086",19.2330980068203,1.00666722093472
"6088",24.6766746249554,0.888197390132718
"6092",9.08376940197885,0.811532457663732
"6094",10.7410226546545,0.927134167547157
"6095",18.9219961130284,1.03511154343238
"6096",15.6575006987844,1.02483669211818
"7045",6.96140222251832,0.888495066538457
"7060",8.50861986948272,0.875597317382185
"7064",15.3058116845474,0.990187371908342
"7109",13.2700613712432,0.94717143397575
"7114",9.58104434305473,0.868217161094926
"7116",22.7851175892546,0.954979470731491
"7128",13.1826934636831,1.01608529854779
"7136",9.40457590657373,0.958707402906287
"7138",13.898882598593,1.00554741944575
"7153",10.4215758679112,0.953898836640259
"7163",11.7124264752819,0.93217390481625
"8083",17.3478647631797,0.995717276146292
