winner,loser,degree,expert
4008.0,5118.0,1.3333333333333333,avg_click_workers
6088.0,4008.0,0.2777777777777778,avg_click_workers
4008.0,6092.0,1.3529411764705883,avg_click_workers
4008.0,7060.0,1.7,avg_click_workers
4008.0,7109.0,1.1578947368421053,avg_click_workers
4008.0,7114.0,1.1764705882352942,avg_click_workers
4008.0,7153.0,1.3125,avg_click_workers
4008.0,7163.0,0.8421052631578947,avg_click_workers
4026.0,4008.0,0.05555555555555555,avg_click_workers
4026.0,5118.0,0.9473684210526315,avg_click_workers
4026.0,6025.0,1.2105263157894737,avg_click_workers
4026.0,6053.0,0.8333333333333334,avg_click_workers
6088.0,4026.0,0.3125,avg_click_workers
4026.0,6092.0,1.3529411764705883,avg_click_workers
4026.0,6094.0,1.3,avg_click_workers
4026.0,7060.0,1.3125,avg_click_workers
4026.0,7109.0,1.1578947368421053,avg_click_workers
4026.0,7114.0,0.6875,avg_click_workers
4026.0,7153.0,0.8421052631578947,avg_click_workers
4026.0,7163.0,0.3888888888888889,avg_click_workers
4026.0,8083.0,0.6111111111111112,avg_click_workers
4035.0,4008.0,1.368421052631579,avg_click_workers
4035.0,4026.0,1.588235294117647,avg_click_workers
4035.0,5118.0,2.0,avg_click_workers
4035.0,6025.0,2.3333333333333335,avg_click_workers
4035.0,6053.0,2.1875,avg_click_workers
4035.0,6088.0,1.1764705882352942,avg_click_workers
4035.0,6092.0,2.263157894736842,avg_click_workers
4035.0,6094.0,2.1052631578947367,avg_click_workers
4035.0,7060.0,2.2,avg_click_workers
4035.0,7109.0,2.1052631578947367,avg_click_workers
4035.0,7114.0,2.1052631578947367,avg_click_workers
4035.0,7153.0,1.8823529411764706,avg_click_workers
4035.0,7163.0,1.7222222222222223,avg_click_workers
4035.0,8083.0,1.3888888888888888,avg_click_workers
4008.0,5064.0,0.058823529411764705,avg_click_workers
4026.0,5064.0,0.7222222222222222,avg_click_workers
4035.0,5064.0,1.15,avg_click_workers
5064.0,5118.0,0.4444444444444444,avg_click_workers
5064.0,6025.0,1.2941176470588236,avg_click_workers
5064.0,6053.0,1.0,avg_click_workers
6088.0,5064.0,0.5714285714285714,avg_click_workers
5064.0,6092.0,1.3333333333333333,avg_click_workers
5064.0,6094.0,0.6666666666666666,avg_click_workers
5064.0,7060.0,1.2777777777777777,avg_click_workers
5064.0,7109.0,1.2941176470588236,avg_click_workers
5064.0,7114.0,0.625,avg_click_workers
7116.0,5064.0,1.35,avg_click_workers
5064.0,7128.0,0.9444444444444444,avg_click_workers
5064.0,7136.0,1.0,avg_click_workers
5064.0,7153.0,1.1875,avg_click_workers
5064.0,7163.0,0.1875,avg_click_workers
8083.0,5064.0,0.5333333333333333,avg_click_workers
5087.0,4008.0,1.0588235294117647,avg_click_workers
5087.0,4026.0,1.3529411764705883,avg_click_workers
5087.0,4035.0,0.10526315789473684,avg_click_workers
5087.0,5064.0,0.8333333333333334,avg_click_workers
5087.0,5118.0,2.210526315789474,avg_click_workers
5087.0,6025.0,2.473684210526316,avg_click_workers
5087.0,6029.0,2.176470588235294,avg_click_workers
5087.0,6046.0,2.3529411764705883,avg_click_workers
5087.0,6053.0,2.375,avg_click_workers
5087.0,6062.0,2.1176470588235294,avg_click_workers
5087.0,6068.0,1.8888888888888888,avg_click_workers
5087.0,6086.0,1.7647058823529411,avg_click_workers
5087.0,6088.0,1.4705882352941178,avg_click_workers
5087.0,6092.0,2.2941176470588234,avg_click_workers
5087.0,6094.0,2.388888888888889,avg_click_workers
5087.0,6095.0,1.6666666666666667,avg_click_workers
5087.0,6096.0,2.4545454545454546,avg_click_workers
5087.0,7060.0,2.25,avg_click_workers
5087.0,7064.0,1.8,avg_click_workers
5087.0,7109.0,2.35,avg_click_workers
5087.0,7114.0,2.263157894736842,avg_click_workers
5087.0,7116.0,0.7777777777777778,avg_click_workers
5087.0,7128.0,2.1578947368421053,avg_click_workers
5087.0,7136.0,2.0,avg_click_workers
5087.0,7138.0,2.0,avg_click_workers
5087.0,7153.0,2.4,avg_click_workers
5087.0,7163.0,1.6875,avg_click_workers
5087.0,8083.0,1.2941176470588236,avg_click_workers
5118.0,6092.0,0.05555555555555555,avg_click_workers
5118.0,7060.0,0.7894736842105263,avg_click_workers
5118.0,7153.0,0.6666666666666666,avg_click_workers
7163.0,5118.0,0.6842105263157895,avg_click_workers
4008.0,6025.0,1.6470588235294117,avg_click_workers
5118.0,6025.0,1.1666666666666667,avg_click_workers
6053.0,6025.0,0.5555555555555556,avg_click_workers
6088.0,6025.0,2.111111111111111,avg_click_workers
6092.0,6025.0,0.9444444444444444,avg_click_workers
7060.0,6025.0,0.3333333333333333,avg_click_workers
7109.0,6025.0,0.47368421052631576,avg_click_workers
7114.0,6025.0,0.5294117647058824,avg_click_workers
7153.0,6025.0,0.5555555555555556,avg_click_workers
7163.0,6025.0,1.25,avg_click_workers
8083.0,6025.0,1.3333333333333333,avg_click_workers
4008.0,6029.0,1.4444444444444444,avg_click_workers
4026.0,6029.0,1.105263157894737,avg_click_workers
4035.0,6029.0,2.1176470588235294,avg_click_workers
5064.0,6029.0,1.2222222222222223,avg_click_workers
5118.0,6029.0,0.6,avg_click_workers
6025.0,6029.0,0.35294117647058826,avg_click_workers
6053.0,6029.0,1.105263157894737,avg_click_workers
6062.0,6029.0,0.875,avg_click_workers
6086.0,6029.0,1.2222222222222223,avg_click_workers
6088.0,6029.0,1.8333333333333333,avg_click_workers
6092.0,6029.0,0.3157894736842105,avg_click_workers
6029.0,6094.0,0.3684210526315789,avg_click_workers
6095.0,6029.0,0.8888888888888888,avg_click_workers
6096.0,6029.0,0.4117647058823529,avg_click_workers
6029.0,7060.0,0.16666666666666666,avg_click_workers
7064.0,6029.0,1.5789473684210527,avg_click_workers
7109.0,6029.0,0.47368421052631576,avg_click_workers
6029.0,7114.0,0.21052631578947367,avg_click_workers
7116.0,6029.0,2.5,avg_click_workers
7128.0,6029.0,0.6111111111111112,avg_click_workers
7136.0,6029.0,0.3333333333333333,avg_click_workers
6029.0,7138.0,0.23529411764705882,avg_click_workers
7153.0,6029.0,0.5882352941176471,avg_click_workers
7163.0,6029.0,1.105263157894737,avg_click_workers
8083.0,6029.0,1.1176470588235294,avg_click_workers
4008.0,6046.0,1.8,avg_click_workers
4026.0,6046.0,1.15,avg_click_workers
4035.0,6046.0,2.2,avg_click_workers
5064.0,6046.0,1.4375,avg_click_workers
5118.0,6046.0,1.1111111111111112,avg_click_workers
6046.0,6025.0,0.05555555555555555,avg_click_workers
6029.0,6046.0,0.25,avg_click_workers
6053.0,6046.0,0.7777777777777778,avg_click_workers
6062.0,6046.0,0.9411764705882353,avg_click_workers
6068.0,6046.0,1.3888888888888888,avg_click_workers
6086.0,6046.0,1.2941176470588236,avg_click_workers
6088.0,6046.0,1.7647058823529411,avg_click_workers
6092.0,6046.0,0.6666666666666666,avg_click_workers
6046.0,6094.0,0.0,avg_click_workers
6095.0,6046.0,1.4210526315789473,avg_click_workers
6096.0,6046.0,0.5789473684210527,avg_click_workers
6046.0,7060.0,0.0,avg_click_workers
7064.0,6046.0,1.2352941176470589,avg_click_workers
7109.0,6046.0,0.7222222222222222,avg_click_workers
7114.0,6046.0,0.2222222222222222,avg_click_workers
7116.0,6046.0,2.210526315789474,avg_click_workers
7128.0,6046.0,0.6666666666666666,avg_click_workers
7136.0,6046.0,0.9411764705882353,avg_click_workers
7138.0,6046.0,0.16666666666666666,avg_click_workers
7153.0,6046.0,0.4375,avg_click_workers
7163.0,6046.0,1.2222222222222223,avg_click_workers
8083.0,6046.0,1.5,avg_click_workers
4008.0,6053.0,1.1666666666666667,avg_click_workers
5118.0,6053.0,0.47058823529411764,avg_click_workers
6088.0,6053.0,1.1666666666666667,avg_click_workers
6053.0,6092.0,0.05263157894736842,avg_click_workers
7060.0,6053.0,0.23529411764705882,avg_click_workers
6053.0,7109.0,0.5294117647058824,avg_click_workers
7114.0,6053.0,0.16666666666666666,avg_click_workers
6053.0,7153.0,0.21052631578947367,avg_click_workers
7163.0,6053.0,0.8,avg_click_workers
8083.0,6053.0,1.2352941176470589,avg_click_workers
4008.0,6062.0,1.0588235294117647,avg_click_workers
4026.0,6062.0,1.3888888888888888,avg_click_workers
4035.0,6062.0,2.0526315789473686,avg_click_workers
5064.0,6062.0,1.5263157894736843,avg_click_workers
5118.0,6062.0,0.23529411764705882,avg_click_workers
6062.0,6025.0,0.058823529411764705,avg_click_workers
6053.0,6062.0,0.05263157894736842,avg_click_workers
6088.0,6062.0,1.588235294117647,avg_click_workers
6062.0,6092.0,0.6111111111111112,avg_click_workers
6062.0,6094.0,0.7777777777777778,avg_click_workers
6096.0,6062.0,0.8235294117647058,avg_click_workers
